time,sim_t,x,y,z,vx,vy,vz,roll_deg,pitch_deg,yaw_deg
2026-06-27T14:43:11.035820,1782582031.8908849,0.0,0.0,2.0396859645843506,0.0,0.0,0.0,0.0,0.0,0.0003895640909249624
2026-06-27T14:43:11.146399,1782582031.998887,0.0,0.0,2.0396859645843506,0.0,0.0,0.0,0.0,0.0,0.0003895640909249624
2026-06-27T14:43:11.255104,1782582032.1068895,0.0,0.0,2.0396859645843506,0.0,0.0,0.0,0.0,0.0,0.0003895640909249624
2026-06-27T14:43:11.363828,1782582032.2118917,0.0,0.0,2.0396859645843506,0.0,0.0,0.0,0.0,0.0,0.0003895640909249624
2026-06-27T14:43:11.473561,1782582032.319894,0.0,0.0,2.0396859645843506,0.0,0.0,0.0,0.0,0.0,0.0003895640909249624
2026-06-27T14:43:11.582669,1782582032.4278963,0.0,0.0,2.0396859645843506,0.0,0.0,0.0,0.0,0.0,0.0003895640909249624
2026-06-27T14:43:11.692424,1782582032.5358987,0.0,0.0,2.0396859645843506,0.0,0.0,0.0,0.0,0.0,0.0003895640909249624
2026-06-27T14:43:11.801210,1782582032.6439009,0.0,0.0,2.0396859645843506,0.0,0.0,0.0,0.0,0.0,0.0003895640909249624
2026-06-27T14:43:11.910409,1782582032.7519033,0.0,0.0,2.0396859645843506,0.0,0.0,0.0,0.0,0.0,0.0003895640909249624
2026-06-27T14:43:12.019624,1782582032.8539054,0.0,0.0,2.0396859645843506,0.0,0.0,0.0,0.0,0.0,0.0003895640909249624
2026-06-27T14:43:12.127934,1782582032.9619076,0.0,0.0,2.0396859645843506,0.0,0.0,0.0,0.0,0.0,0.0003895640909249624
2026-06-27T14:43:12.236640,1782582033.06991,0.0,0.0,2.0396859645843506,0.0,0.0,0.0,0.0,0.0,0.0003895640909249624
2026-06-27T14:43:12.345629,1782582033.1779122,0.0,0.0,2.0396859645843506,0.0,0.0,0.0,0.0,0.0,0.0003895640909249624
2026-06-27T14:43:12.454816,1782582033.2859147,0.0,0.0,2.0396859645843506,0.0,0.0,0.0,0.0,0.0,0.0003895640909249624
2026-06-27T14:43:12.563447,1782582033.3939168,0.0,0.0,2.039424419403076,0.0,0.0,-0.05572962760925293,0.0,0.0,0.0003895640909249624
2026-06-27T14:43:12.672983,1782582033.4989192,0.0,0.0,2.010392665863037,0.0,0.0,-0.39326420426368713,0.0,0.0,0.0003895640909249624
2026-06-27T14:43:12.782574,1782582033.6069214,0.0,0.0,1.9646782875061035,0.0,0.0,-0.43947604298591614,0.0,0.0,0.0003895640909249624
