t,cycle,arm,scenario,seed,route,action,wp_index,dist_to_wp_m,degraded,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,yaw_deg,has_collided,collision_object,min_obstacle_dist_m,latency_ms_json,slm_invoked,slm_latency_ms,slm_fallback,slm_timeout,slm_adherent,field_izquierda_occ,field_izquierda_ttc_s,field_izquierda_conf,field_izquierda_blocked,field_centro_occ,field_centro_ttc_s,field_centro_conf,field_centro_blocked,field_derecha_occ,field_derecha_ttc_s,field_derecha_conf,field_derecha_blocked
0.089,1,slm,TOWNSIM_CALIB_0,0,reactive,MANTENER_RUMBO,0,7.663029345631325,False,0.0,0.0,-2.387392520904541,,,,0.0,False,,,"{""telemetry"": 1.0, ""graph"": 86.5}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
0.438,2,slm,TOWNSIM_CALIB_0,0,reactive,MANTENER_RUMBO,0,7.677498442811136,False,0.0,0.0,-2.3726961612701416,,,,-0.22,False,,,"{""telemetry"": 1.0, ""graph"": 223.4}",False,,,,,0.002,6.6,1.0,False,0.0,24.74,1.0,False,0.0,43.4,1.0,False
0.562,3,slm,TOWNSIM_CALIB_0,0,reactive,MANTENER_RUMBO,0,7.691423766444483,False,0.0,0.0,-2.360083818435669,,,,-3.61,False,,,"{""telemetry"": 1.0, ""graph"": 120.0}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
0.774,4,slm,TOWNSIM_CALIB_0,0,reactive,MANTENER_RUMBO,0,7.698553915025725,False,0.0,0.0,-2.355257749557495,,,,-8.2,False,,,"{""telemetry"": 1.0, ""graph"": 118.1}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
0.992,5,slm,TOWNSIM_CALIB_0,0,reactive,MANTENER_RUMBO,0,7.7013448844042784,False,0.0,0.0,-2.350843667984009,,,,-13.19,False,,,"{""telemetry"": 0.9, ""graph"": 130.4}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
1.183,6,slm,TOWNSIM_CALIB_0,0,reactive,MANTENER_RUMBO,0,7.70749448970838,False,0.0,0.0,-2.3450887203216553,,,,-17.52,False,,,"{""telemetry"": 2.0, ""graph"": 120.0}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
1.377,7,slm,TOWNSIM_CALIB_0,0,reactive,MANTENER_RUMBO,0,7.713183293095687,False,0.0,0.0,-2.340071678161621,,,,-21.77,False,,,"{""telemetry"": 1.0, ""graph"": 105.6}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
1.578,8,slm,TOWNSIM_CALIB_0,0,reactive,MANTENER_RUMBO,0,7.717910398143282,False,0.0,0.0,-2.3357110023498535,,,,-25.62,False,,,"{""telemetry"": 2.0, ""graph"": 102.0}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
1.783,9,slm,TOWNSIM_CALIB_0,0,reactive,MANTENER_RUMBO,0,7.7218277489553735,False,0.0,0.0,-2.3321008682250977,,,,-29.03,False,,,"{""telemetry"": 1.0, ""graph"": 100.0}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
1.975,10,slm,TOWNSIM_CALIB_0,0,reactive,MANTENER_RUMBO,0,7.725073332209838,False,0.0,0.0,-2.3291783332824707,,,,-32.04,False,,,"{""telemetry"": 1.5, ""graph"": 88.0}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
2.197,11,slm,TOWNSIM_CALIB_0,0,reactive,MANTENER_RUMBO,0,7.727818754535326,False,0.0,0.0,-2.326427698135376,,,,-35.05,False,,,"{""telemetry"": 1.5, ""graph"": 104.0}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
2.384,12,slm,TOWNSIM_CALIB_0,0,reactive,MANTENER_RUMBO,0,7.7300635347812685,False,0.00010587264114292338,-7.986766286194324e-05,-2.330099105834961,,,,-37.52,False,,,"{""telemetry"": 1.0, ""graph"": 86.6}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
2.607,13,slm,TOWNSIM_CALIB_0,0,reactive,MANTENER_RUMBO,0,7.647067530685283,False,0.014937743544578552,-0.011261893436312675,-2.446953058242798,,,,-40.18,False,,,"{""telemetry"": 1.0, ""graph"": 101.0}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
2.842,14,slm,TOWNSIM_CALIB_0,0,reactive,MANTENER_RUMBO,0,7.506602701591869,False,0.06733585149049759,-0.05239107832312584,-2.617722511291504,,,,-42.8,False,,,"{""telemetry"": 1.0, ""graph"": 131.6}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
3.016,15,slm,TOWNSIM_CALIB_0,0,reactive,MANTENER_RUMBO,0,7.3405730212023865,False,0.13934127986431122,-0.1117764487862587,-2.770961046218872,,,,-44.83,False,,,"{""telemetry"": 1.0, ""graph"": 101.0}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
3.22,16,slm,TOWNSIM_CALIB_0,0,reactive,MANTENER_RUMBO,0,7.150805383092947,False,0.26473894715309143,-0.22040021419525146,-2.958272695541382,,,,-47.39,False,,,"{""telemetry"": 0.0, ""graph"": 101.6}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
3.426,17,slm,TOWNSIM_CALIB_0,0,reactive,MANTENER_RUMBO,0,6.954598988545393,False,0.4333186447620392,-0.37244513630867004,-3.1412177085876465,,,,-50.09,False,,,"{""telemetry"": 1.0, ""graph"": 101.0}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
3.632,18,slm,TOWNSIM_CALIB_0,0,reactive,MANTENER_RUMBO,0,6.774789285868344,False,0.6323709487915039,-0.5561163425445557,-3.2973897457122803,,,,-52.6,False,,,"{""telemetry"": 1.0, ""graph"": 101.0}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
3.835,19,slm,TOWNSIM_CALIB_0,0,reactive,MANTENER_RUMBO,0,6.641178817773629,False,0.8423945903778076,-0.7562028169631958,-3.4259724617004395,,,,-55.01,False,,,"{""telemetry"": 1.0, ""graph"": 98.6}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
4.057,20,slm,TOWNSIM_CALIB_0,0,reactive,MANTENER_RUMBO,0,6.530650942444183,False,1.0627164840698242,-0.9753497838973999,-3.5665266513824463,,,,-58.16,False,,,"{""telemetry"": 1.0, ""graph"": 116.1}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
