time,sim_t,x,y,z,vx,vy,vz,roll_deg,pitch_deg,yaw_deg
2026-06-27T15:00:22.038457,1782583035.7422998,0.0,0.0,2.0396676063537598,0.0,0.0,0.0,0.0,0.0,0.0003895640909249624
2026-06-27T15:00:22.145674,1782583035.8473022,0.0,0.0,2.0396676063537598,0.0,0.0,0.0,0.0,0.0,0.0003895640909249624
2026-06-27T15:00:22.253889,1782583035.9523044,0.0,0.0,2.0396676063537598,0.0,0.0,0.0,0.0,0.0,0.0003895640909249624
2026-06-27T15:00:22.363129,1782583036.0573065,0.0,0.0,2.0396676063537598,0.0,0.0,0.0,0.0,0.0,0.0003895640909249624
2026-06-27T15:00:22.470858,1782583036.162309,0.0,0.0,2.0396676063537598,0.0,0.0,0.0,0.0,0.0,0.0003895640909249624
2026-06-27T15:00:22.580466,1782583036.270311,0.0,0.0,2.0396676063537598,0.0,0.0,0.0,0.0,0.0,0.0003895640909249624
2026-06-27T15:00:22.689635,1782583036.3783135,0.0,0.0,2.0396676063537598,0.0,0.0,0.0,0.0,0.0,0.0003895640909249624
2026-06-27T15:00:22.798331,1782583036.4833157,0.0,0.0,2.0396676063537598,0.0,0.0,0.0,0.0,0.0,0.0003895640909249624
2026-06-27T15:00:22.906832,1782583036.5883179,0.0,0.0,2.0396676063537598,0.0,0.0,0.0,0.0,0.0,0.0003895640909249624
2026-06-27T15:00:23.016579,1782583036.6933203,0.0,0.0,2.0396676063537598,0.0,0.0,0.0,0.0,0.0,0.0003895640909249624
2026-06-27T15:00:23.125809,1782583036.8013225,0.0,0.0,2.0396676063537598,0.0,0.0,0.0,0.0,0.0,0.0003895640909249624
2026-06-27T15:00:23.235015,1782583036.909325,0.0,0.0,2.0396676063537598,0.0,0.0,0.0,0.0,0.0,0.0003895640909249624
2026-06-27T15:00:23.343609,1782583037.017327,0.0,0.0,2.0396676063537598,0.0,0.0,0.0,0.0,0.0,0.0003895640909249624
2026-06-27T15:00:23.452333,1782583037.1253295,0.0,0.0,2.0396676063537598,0.0,0.0,0.0,0.0,0.0,0.0003895640909249624
2026-06-27T15:00:23.561019,1782583037.2333317,0.0,0.0,2.038957357406616,0.0,0.0,-0.09387190639972687,0.0,0.0,0.0003895640909249624
2026-06-27T15:00:23.669736,1782583037.341334,0.0,0.0,2.0067970752716064,0.0,0.0,-0.4013812243938446,0.0,0.0,0.0003895640909249624
2026-06-27T15:00:23.778739,1782583037.4493363,0.0,0.0,1.9606984853744507,0.0,0.0,-0.44079816341400146,0.0,0.0,0.0003895640909249624
2026-06-27T15:00:23.887421,1782583037.5573387,0.0,0.0,1.9125157594680786,0.0,0.0,-0.4501233994960785,0.0,0.0,0.0003895640909249624
2026-06-27T15:00:23.996273,1782583037.665341,0.0,0.0,1.8635897636413574,0.0,0.0,-0.4556610584259033,0.0,0.0,0.0003895640909249624
2026-06-27T15:00:24.105766,1782583037.770343,0.0,0.0,1.815502405166626,0.0,0.0,-0.46016737818717957,0.0,0.0,0.0003895640909249624
2026-06-27T15:00:24.214667,1782583037.8753455,0.0,0.0,1.7669706344604492,0.0,0.0,-0.46415358781814575,0.0,0.0,0.0003895640909249624
2026-06-27T15:00:24.322690,1782583037.9833477,0.0,0.0,1.7166402339935303,0.0,0.0,-0.46779942512512207,0.0,0.0,0.0003895640909249624
2026-06-27T15:00:24.430926,1782583038.08835,0.0,0.0,1.6673513650894165,0.0,0.0,-0.47095370292663574,0.0,0.0,0.0003895640909249624
2026-06-27T15:00:24.540670,1782583038.1963522,0.0,0.0,1.6163280010223389,0.0,0.0,-0.47384148836135864,0.0,0.0,0.0003895640909249624
