t,cycle,arm,scenario,seed,route,action,wp_index,dist_to_wp_m,degraded,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,yaw_deg,has_collided,collision_object,min_obstacle_dist_m,latency_ms_json,slm_invoked,slm_latency_ms,slm_fallback,slm_timeout,slm_adherent,slm_delib_id,slm_frame_paths,field_izquierda_occ,field_izquierda_ttc_s,field_izquierda_conf,field_izquierda_blocked,field_centro_occ,field_centro_ttc_s,field_centro_conf,field_centro_blocked,field_derecha_occ,field_derecha_ttc_s,field_derecha_conf,field_derecha_blocked
0.111,1,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,29.63422441482544,False,0.0,0.0,-0.36545848846435547,,,,-60.0,False,,,"{""telemetry"": 1.1, ""graph"": 108.5}",False,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
0.421,2,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,29.63551652431488,False,0.0004435447626747191,-0.0007675883825868368,-0.371649831533432,,,,-59.86,False,,,"{""telemetry"": 1.5, ""graph"": 218.0}",False,,,,,,,0.0,62.58,1.0,False,0.0,46.95,1.0,False,0.001,5.65,1.0,False
0.6,3,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,29.54665121351557,False,0.017933137714862823,-0.03101685456931591,-0.5191333293914795,,,,-58.42,False,,,"{""telemetry"": 1.3, ""graph"": 174.7}",False,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
0.714,4,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,29.35890869023808,False,0.05953836441040039,-0.10297634452581406,-0.6986087560653687,,,,-56.15,False,,,"{""telemetry"": 0.9, ""graph"": 88.5}",False,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
0.927,5,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,29.193497603159756,False,0.12424910068511963,-0.2140934318304062,-0.8547976613044739,,,,-52.3,False,,,"{""telemetry"": 1.4, ""graph"": 100.8}",False,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
1.12,6,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,29.06558377481411,False,0.18628807365894318,-0.31887686252593994,-0.9745154976844788,,,,-47.82,False,,,"{""telemetry"": 1.4, ""graph"": 92.9}",False,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
1.353,7,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,28.942643508456317,False,0.25231635570526123,-0.42783620953559875,-1.1200242042541504,,,,-41.62,False,,,"{""telemetry"": 0.8, ""graph"": 126.5}",False,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
1.543,8,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,28.81562057919396,False,0.29719236493110657,-0.4998426139354706,-1.2589105367660522,,,,-35.3,False,,,"{""telemetry"": 1.0, ""graph"": 115.7}",False,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
1.735,9,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,28.670792185058513,False,0.3359706997871399,-0.5603860020637512,-1.3711135387420654,,,,-28.43,False,,,"{""telemetry"": 0.7, ""graph"": 108.2}",False,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
1.931,10,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,28.641022577754228,False,0.3698723614215851,-0.6123087406158447,-1.3537874221801758,,,,-21.08,False,,,"{""telemetry"": 1.4, ""graph"": 101.7}",False,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
2.153,11,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,28.675145974082024,False,0.40000030398368835,-0.655443549156189,-1.3225573301315308,,,,-11.67,False,,,"{""telemetry"": 0.9, ""graph"": 123.9}",False,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
2.368,12,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,28.696604494614935,False,0.41854000091552734,-0.677557647228241,-1.3067232370376587,,,,-2.43,False,,,"{""telemetry"": 1.6, ""graph"": 137.1}",False,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
2.552,13,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,28.708070042198905,False,0.42642179131507874,-0.6832835078239441,-1.3000742197036743,,,,5.5,False,,,"{""telemetry"": 1.2, ""graph"": 121.3}",False,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
2.747,14,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,28.71315621540913,False,0.42667728662490845,-0.6785298585891724,-1.2972086668014526,,,,14.14,False,,,"{""telemetry"": 1.7, ""graph"": 115.9}",False,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
2.937,15,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,28.714110238060623,False,0.4192008078098297,-0.666326105594635,-1.2941207885742188,,,,22.2,False,,,"{""telemetry"": 1.1, ""graph"": 106.1}",False,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
3.152,16,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,28.72155165216637,False,0.40728023648262024,-0.6504310965538025,-1.2850079536437988,,,,30.3,False,,,"{""telemetry"": 1.4, ""graph"": 119.2}",False,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
3.377,17,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,28.7286887619347,False,0.3959366977214813,-0.6357451677322388,-1.2773627042770386,,,,38.15,False,,,"{""telemetry"": 0.8, ""graph"": 144.9}",False,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
3.522,18,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,28.734477435929573,False,0.39005520939826965,-0.6280261874198914,-1.2734053134918213,,,,43.07,False,,,"{""telemetry"": 0.8, ""graph"": 90.7}",False,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
3.784,19,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,28.73917326945874,False,0.3831818699836731,-0.61870938539505,-1.267926573753357,,,,49.9,False,,,"{""telemetry"": 0.9, ""graph"": 152.1}",False,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
3.944,20,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,28.742720187015262,False,0.3796251118183136,-0.6136986017227173,-1.2647926807403564,,,,54.44,False,,,"{""telemetry"": 0.8, ""graph"": 112.1}",False,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
4.122,21,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,28.746055658410924,False,0.3766990303993225,-0.6094117760658264,-1.2618367671966553,,,,59.19,False,,,"{""telemetry"": 0.9, ""graph"": 89.8}",False,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
4.332,22,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,28.748959421825155,False,0.3742518723011017,-0.6056621670722961,-1.258880615234375,,,,63.96,False,,,"{""telemetry"": 0.8, ""graph"": 99.9}",False,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
4.535,23,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,28.751476059864924,False,0.37248846888542175,-0.602840006351471,-1.2563625574111938,,,,68.13,False,,,"{""telemetry"": 0.8, ""graph"": 102.4}",False,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
4.742,24,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,28.753584665216952,False,0.3712328374385834,-0.6007508039474487,-1.2542372941970825,,,,71.85,False,,,"{""telemetry"": 0.9, ""graph"": 108.7}",False,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
4.97,25,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,28.755375004854464,False,0.3702593147754669,-0.5990706086158752,-1.252292513847351,,,,75.78,False,,,"{""telemetry"": 1.0, ""graph"": 136.2}",False,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
5.163,26,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,28.756923205696815,False,0.3696909546852112,-0.5980561971664429,-1.2509667873382568,,,,78.98,False,,,"{""telemetry"": 0.8, ""graph"": 128.3}",False,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
5.362,27,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,28.75823826894886,False,0.3692440688610077,-0.5972346663475037,-1.2456265687942505,,,,81.92,False,,,"{""telemetry"": 1.5, ""graph"": 126.6}",False,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
5.625,28,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,28.77094814875766,False,0.3689115643501282,-0.5966113805770874,-1.22935950756073,,,,83.34,False,,,"{""telemetry"": 0.9, ""graph"": 190.1}",False,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
5.841,29,slm,TOWNSIM_INI,1,evasive,EVADIR_DERECHA,0,28.786249786904197,False,0.3686707019805908,-0.5961554646492004,-1.2158937454223633,,,,83.97,False,,,"{""telemetry"": 0.9, ""graph"": 206.3}",False,,,,,,,0.008,2.75,1.0,False,0.0,20.11,1.0,False,0.0,27.85,1.0,False
6.003,30,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,28.79927031873302,False,0.3685254156589508,-0.5955219268798828,-1.212807059288025,,,,84.34,False,,,"{""telemetry"": 1.0, ""graph"": 158.5}",False,,,,,,,0.0,37.39,0.234,False,0.0,23.03,0.234,False,0.0,45.51,0.234,False
6.221,31,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,28.7269821601354,False,0.3712502717971802,-0.5668152570724487,-1.3685417175292969,,,,85.96,False,,,"{""telemetry"": 1.0, ""graph"": 175.6}",False,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
6.349,32,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,28.519961738760824,False,0.3790377974510193,-0.4829418361186981,-1.5758508443832397,,,,88.76,False,,,"{""telemetry"": 0.9, ""graph"": 103.1}",False,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
6.563,33,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,28.328822532997332,False,0.3912888467311859,-0.3497694432735443,-1.716578483581543,,,,103.74,False,,,"{""telemetry"": 1.2, ""graph"": 117.3}",False,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
6.756,34,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,28.289156507583662,False,0.40227678418159485,-0.23428063094615936,-1.7033259868621826,,,,125.15,False,,,"{""telemetry"": 0.9, ""graph"": 109.5}",False,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
6.971,35,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,28.314928653754812,False,0.4127674400806427,-0.12871156632900238,-1.6763285398483276,,,,152.61,False,,,"{""telemetry"": 1.0, ""graph"": 124.4}",False,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
7.168,36,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,28.337372481553768,False,0.4203411042690277,-0.05376802012324333,-1.6553114652633667,,,,173.98,False,,,"{""telemetry"": 0.9, ""graph"": 121.5}",False,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
7.363,37,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,28.36141758340083,False,0.42606690526008606,0.003263971535488963,-1.632286548614502,,,,-176.87,False,,,"{""telemetry"": 0.8, ""graph"": 116.0}",False,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
7.554,38,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,28.37933023240129,False,0.4303656220436096,0.04661911725997925,-1.6181073188781738,,,,-172.93,False,,,"{""telemetry"": 0.7, ""graph"": 106.7}",False,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
7.829,39,slm,TOWNSIM_INI,1,evasive,EVADIR_DERECHA,0,28.392470203266665,False,0.433642715215683,0.08000367879867554,-1.6062167882919312,,,,-171.09,False,,,"{""telemetry"": 0.7, ""graph"": 181.5}",False,,,,,,,0.001,1.63,1.0,True,0.0,4.76,1.0,False,0.0,11.38,1.0,False
8.012,40,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,28.403612066178805,False,0.4358251094818115,0.10374205559492111,-1.6017569303512573,,,,-170.27,False,,,"{""telemetry"": 0.8, ""graph"": 164.0}",False,,,,,,,0.003,22.66,1.0,False,0.0,5.66,0.999,False,0.001,16.99,1.0,False
8.228,41,slm,TOWNSIM_INI,1,deliberative,FRENAR,0,28.328580707578606,False,0.41360774636268616,0.11812232434749603,-1.7451680898666382,,,,-168.68,False,,,"{""telemetry"": 0.8, ""graph"": 179.8}",False,,,,,,,0.004,0.98,0.165,False,0.026,0.33,0.165,False,0.035,1.15,0.165,False
8.438,42,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,28.101966776787478,False,0.3028750419616699,0.11034995317459106,-2.017282247543335,,,,-167.49,False,,,"{""telemetry"": 1.6, ""graph"": 188.2}",False,,,,,,,0.0,,0.016,False,0.0,,0.016,False,0.0,,0.016,False
8.612,43,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,27.901473152371757,False,0.16737833619117737,0.09414222836494446,-2.1312437057495117,,,,-166.0,False,,,"{""telemetry"": 0.8, ""graph"": 163.1}",False,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
8.75,44,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,27.847884327405737,False,0.03229432925581932,0.0766424834728241,-2.1459813117980957,,,,-153.19,False,,,"{""telemetry"": 0.9, ""graph"": 100.5}",False,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
8.969,45,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,27.869046509861217,False,-0.09149736166000366,0.06023735925555229,-2.1194353103637695,,,,-129.95,False,,,"{""telemetry"": 1.2, ""graph"": 118.7}",False,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
9.174,46,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,27.89231838290979,False,-0.18323461711406708,0.04794904962182045,-2.09761905670166,,,,-105.09,False,,,"{""telemetry"": 0.9, ""graph"": 123.6}",False,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
9.344,47,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,27.912936009197523,False,-0.24292391538619995,0.03983564302325249,-2.0815255641937256,,,,-91.58,False,,,"{""telemetry"": 0.9, ""graph"": 93.1}",False,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
9.563,48,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,27.92931367874445,False,-0.3004128932952881,0.03188607841730118,-2.066026449203491,,,,-83.74,False,,,"{""telemetry"": 1.3, ""graph"": 111.7}",False,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
9.747,49,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,27.942750405857947,False,-0.3370001018047333,0.0267542265355587,-2.0550055503845215,,,,-80.79,False,,,"{""telemetry"": 1.8, ""graph"": 95.3}",False,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
9.944,50,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,27.954412037924083,False,-0.36719217896461487,0.022480914369225502,-2.040177345275879,,,,-78.55,False,,,"{""telemetry"": 0.8, ""graph"": 93.5}",False,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
10.16,51,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,27.980026838208417,False,-0.39187416434288025,0.01895182579755783,-2.0153276920318604,,,,-64.3,False,,,"{""telemetry"": 1.1, ""graph"": 109.2}",False,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
10.358,52,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,27.99441469114632,False,-0.4080873131752014,0.016592590138316154,-2.004060983657837,,,,-43.31,False,,,"{""telemetry"": 0.7, ""graph"": 106.5}",False,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
10.563,53,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,28.004783171480476,False,-0.4211699366569519,0.014639542438089848,-1.9943263530731201,,,,-17.59,False,,,"{""telemetry"": 1.2, ""graph"": 110.4}",False,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
10.741,54,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,28.01352065130811,False,-0.42975473403930664,0.013320321217179298,-1.985696792602539,,,,-2.42,False,,,"{""telemetry"": 1.1, ""graph"": 88.3}",False,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
10.961,55,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,28.026951319255456,False,-0.4375166594982147,0.01209836732596159,-1.9729090929031372,,,,0.57,False,,,"{""telemetry"": 1.0, ""graph"": 107.9}",False,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
11.169,56,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,28.032965224857485,False,-0.4428887367248535,0.011240330524742603,-1.9688444137573242,,,,-6.06,False,,,"{""telemetry"": 1.5, ""graph"": 115.6}",False,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
11.357,57,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,28.036555348438096,False,-0.44663718342781067,0.010640392079949379,-1.9614276885986328,,,,-12.06,False,,,"{""telemetry"": 0.7, ""graph"": 104.1}",False,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
11.563,58,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,28.052032330920046,False,-0.44970521330833435,0.010150730609893799,-1.944648027420044,,,,-15.18,False,,,"{""telemetry"": 1.3, ""graph"": 109.3}",False,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
11.898,59,slm,TOWNSIM_INI,1,deliberative,EVADIR_DERECHA,0,28.066960562909095,False,-0.4519297182559967,0.009797078557312489,-1.9310238361358643,,,,-16.52,False,,,"{""telemetry"": 0.7, ""graph"": 197.8}",True,2132.7,True,False,False,1,photo-20260901T231443542Z.png,0.0,9.94,0.643,False,0.018,0.42,0.643,True,0.007,3.43,0.643,False
12.076,60,slm,TOWNSIM_INI,1,deliberative,FRENAR,0,28.081709907105257,False,-0.4537481963634491,0.009482989087700844,-1.9261387586593628,,,,-17.1,False,,,"{""telemetry"": 1.2, ""graph"": 174.1}",True,2132.7,True,False,False,1,photo-20260901T231443542Z.png,0.0,14.29,0.513,False,0.021,0.81,0.513,True,0.003,3.93,0.513,False
12.302,61,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,28.005004838200588,False,-0.44909608364105225,0.0075089214369654655,-2.055403709411621,,,,-16.04,False,,,"{""telemetry"": 1.2, ""graph"": 199.8}",True,2132.7,True,False,False,1,photo-20260901T231443542Z.png,0.0,,0.089,False,0.0,,0.089,False,0.0,,0.089,False
12.471,62,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,27.92849402995821,False,-0.44089579582214355,0.004613914526998997,-2.0737030506134033,,,,-15.35,False,,,"{""telemetry"": 0.8, ""graph"": 166.7}",True,2132.7,True,False,False,1,photo-20260901T231443542Z.png,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
12.681,63,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,27.934282350324175,False,-0.43217289447784424,0.0016271468484774232,-2.065840721130371,,,,-15.02,False,,,"{""telemetry"": 1.3, ""graph"": 175.0}",True,2132.7,True,False,False,1,photo-20260901T231443542Z.png,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
12.887,64,slm,TOWNSIM_INI,1,deliberative,FRENAR,0,27.941496681621253,False,-0.42469462752342224,-0.0009054102119989693,-2.058880567550659,,,,-14.88,False,,,"{""telemetry"": 1.2, ""graph"": 180.5}",True,2132.7,True,False,False,1,photo-20260901T231443542Z.png,0.001,21.95,0.453,False,0.0,15.3,0.453,False,0.002,65.31,0.453,False
13.059,65,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,27.947531651290994,False,-0.41928619146347046,-0.0027293539606034756,-2.053647518157959,,,,-14.82,False,,,"{""telemetry"": 1.0, ""graph"": 152.3}",True,2132.7,True,False,False,1,photo-20260901T231443542Z.png,0.0,,0.003,False,0.0,,0.002,False,0.0,,0.002,False
13.261,66,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,27.952429724592456,False,-0.4145936965942383,-0.004308936186134815,-2.0487680435180664,,,,-14.79,False,,,"{""telemetry"": 2.5, ""graph"": 152.7}",True,2132.7,True,False,False,1,photo-20260901T231443542Z.png,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
13.49,67,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,27.956491697815718,False,-0.41113927960395813,-0.005470677744597197,-2.044813394546509,,,,-14.77,False,,,"{""telemetry"": 1.0, ""graph"": 183.3}",True,2132.7,True,False,False,1,photo-20260901T231443542Z.png,0.0,,0.001,False,0.0,,0.001,False,0.0,,0.001,False
13.688,68,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,27.95983396298295,False,-0.4086349308490753,-0.006312566343694925,-2.0416219234466553,,,,-14.77,False,,,"{""telemetry"": 1.0, ""graph"": 180.9}",True,2132.7,True,False,False,1,photo-20260901T231443542Z.png,0.0,,0.003,False,0.0,,0.003,False,0.0,,0.003,False
13.869,69,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,27.962727237077594,False,-0.4068835973739624,-0.006901118904352188,-2.0391273498535156,,,,-14.76,False,,,"{""telemetry"": 0.9, ""graph"": 161.5}",True,2132.7,True,False,False,1,photo-20260901T231443542Z.png,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
14.073,70,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,27.965135682790194,False,-0.40545403957366943,-0.007381502538919449,-2.0368311405181885,,,,-14.76,False,,,"{""telemetry"": 2.2, ""graph"": 163.7}",True,2132.7,True,False,False,1,photo-20260901T231443542Z.png,0.0,,0.005,False,0.0,,0.018,False,0.0,,0.017,False
14.255,71,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,27.967190736358763,False,-0.40445634722709656,-0.007716716267168522,-2.0350067615509033,,,,-14.76,False,,,"{""telemetry"": 1.0, ""graph"": 147.3}",True,2132.7,True,False,False,1,photo-20260901T231443542Z.png,0.0,,0.001,False,0.0,,0.007,False,0.0,,0.005,False
14.444,72,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,27.96896170908813,False,-0.4036848843097687,-0.00797590147703886,-2.0333919525146484,,,,-14.76,False,,,"{""telemetry"": 1.2, ""graph"": 135.8}",True,2132.7,True,False,False,1,photo-20260901T231443542Z.png,0.0,,0.001,False,0.0,,0.025,False,0.0,,0.011,False
14.669,73,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,27.970503510951975,False,-0.40301260352134705,-0.008201761171221733,-2.031742811203003,,,,-14.76,False,,,"{""telemetry"": 0.9, ""graph"": 160.5}",True,2132.7,True,False,False,1,photo-20260901T231443542Z.png,0.0,,0.0,False,0.0,,0.013,False,0.0,,0.009,False
14.848,74,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,27.97186132668848,False,-0.4026125967502594,-0.008336147293448448,-2.0305821895599365,,,,-14.76,False,,,"{""telemetry"": 1.1, ""graph"": 139.6}",True,2132.7,True,False,False,1,photo-20260901T231443542Z.png,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
15.074,75,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,27.973070536427866,False,-0.40223267674446106,-0.008463761769235134,-2.029264211654663,,,,-14.76,False,,,"{""telemetry"": 1.0, ""graph"": 164.7}",True,2132.7,True,False,False,1,photo-20260901T231443542Z.png,0.0,,0.0,False,0.0,,0.001,False,0.0,,0.0,False
15.24,76,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,27.974176160340317,False,-0.4020002484321594,-0.008541807532310486,-2.0282819271087646,,,,-14.76,False,,,"{""telemetry"": 1.5, ""graph"": 130.2}",True,2132.7,True,False,False,1,photo-20260901T231443542Z.png,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
15.445,77,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,27.975168915517276,False,-0.4018059968948364,-0.008607055060565472,-2.0272793769836426,,,,-14.76,False,,,"{""telemetry"": 1.2, ""graph"": 135.3}",True,2132.7,True,False,False,1,photo-20260901T231443542Z.png,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
15.635,78,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,27.976084236521263,False,-0.40167322754859924,-0.008651643060147762,-2.0264315605163574,,,,-14.76,False,,,"{""telemetry"": 0.9, ""graph"": 125.1}",True,2132.7,True,False,False,1,photo-20260901T231443542Z.png,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
15.837,79,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,27.97695051716762,False,-0.4015669524669647,-0.008687330409884453,-2.0255870819091797,,,,-14.76,False,,,"{""telemetry"": 1.4, ""graph"": 126.1}",True,2132.7,True,False,False,1,photo-20260901T231443542Z.png,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
16.04,80,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,27.977753120544346,False,-0.4014876186847687,-0.00871394295245409,-2.024789333343506,,,,-14.76,False,,,"{""telemetry"": 0.9, ""graph"": 129.2}",True,2132.7,True,False,False,1,photo-20260901T231443542Z.png,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
16.264,81,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,27.978516468427525,False,-0.4014263153076172,-0.008734545670449734,-2.0239956378936768,,,,-14.76,False,,,"{""telemetry"": 0.9, ""graph"": 153.2}",True,2132.7,True,False,False,1,photo-20260901T231443542Z.png,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
16.445,82,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,27.979236198204287,False,-0.40138620138168335,-0.008748005144298077,-2.023332357406616,,,,-14.76,False,,,"{""telemetry"": 1.0, ""graph"": 133.9}",True,2132.7,True,False,False,1,photo-20260901T231443542Z.png,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
16.616,83,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,27.979940597150218,False,-0.40135639905929565,-0.008758014999330044,-2.0227088928222656,,,,-14.76,False,,,"{""telemetry"": 0.8, ""graph"": 104.6}",True,2132.7,True,False,False,1,photo-20260901T231443542Z.png,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
16.817,84,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,27.98062462838819,False,-0.4013306498527527,-0.008766647428274155,-2.022019386291504,,,,-14.76,False,,,"{""telemetry"": 1.1, ""graph"": 105.4}",True,2132.7,True,False,False,1,photo-20260901T231443542Z.png,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
