t,cycle,arm,scenario,seed,route,action,wp_index,dist_to_wp_m,degraded,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,yaw_deg,has_collided,collision_object,min_obstacle_dist_m,latency_ms_json,slm_invoked,slm_latency_ms,slm_fallback,slm_timeout,slm_adherent,field_izquierda_occ,field_izquierda_ttc_s,field_izquierda_conf,field_izquierda_blocked,field_centro_occ,field_centro_ttc_s,field_centro_conf,field_centro_blocked,field_derecha_occ,field_derecha_ttc_s,field_derecha_conf,field_derecha_blocked
0.085,1,slm,TOWNSIM_CALIB_PILOT,1,reactive,MANTENER_RUMBO,0,77.4954189588345,False,0.0,0.0,-0.3548576831817627,,,,-60.0,False,,,"{""telemetry"": 0.6, ""graph"": 83.5}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
0.331,2,slm,TOWNSIM_CALIB_PILOT,1,reactive,MANTENER_RUMBO,0,77.4962587578691,False,9.447678166907281e-05,-0.00016368119395338,-0.3514564633369446,,,,-60.03,False,,,"{""telemetry"": 1.3, ""graph"": 128.3}",False,,,,,0.0,,0.055,False,0.0,,0.043,False,0.0,,0.035,False
0.532,3,slm,TOWNSIM_CALIB_PILOT,1,reactive,MANTENER_RUMBO,0,77.45683576964204,False,0.023515336215496063,-0.04076961427927017,-0.47642549872398376,,,,-60.87,False,,,"{""telemetry"": 0.7, ""graph"": 130.0}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
0.784,4,slm,TOWNSIM_CALIB_PILOT,1,deliberative,FRENAR,0,77.26997913252401,False,0.11465806514024734,-0.19879257678985596,-0.7621854543685913,,,,-62.68,False,,,"{""telemetry"": 0.8, ""graph"": 181.6}",False,,,,,0.06,0.92,0.361,True,0.055,0.28,0.361,True,0.037,0.99,0.361,True
0.968,5,slm,TOWNSIM_CALIB_PILOT,1,deliberative,FRENAR,0,77.01382118813996,False,0.23171304166316986,-0.4017079174518585,-0.9741981029510498,,,,-64.33,False,,,"{""telemetry"": 0.9, ""graph"": 164.5}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
1.198,6,slm,TOWNSIM_CALIB_PILOT,1,deliberative,FRENAR,0,76.75333927335105,False,0.3641263246536255,-0.6311129927635193,-1.0377954244613647,,,,-65.28,False,,,"{""telemetry"": 1.1, ""graph"": 193.4}",False,,,,,0.175,0.56,0.373,True,0.079,0.15,0.373,True,0.084,0.46,0.373,True
1.392,7,slm,TOWNSIM_CALIB_PILOT,1,deliberative,FRENAR,0,76.55237364379943,False,0.47581323981285095,-0.8243823647499084,-1.042797327041626,,,,-65.7,False,,,"{""telemetry"": 1.3, ""graph"": 185.4}",False,,,,,0.0,,0.004,False,0.0,,0.004,False,0.0,,0.004,False
1.583,8,slm,TOWNSIM_CALIB_PILOT,1,deliberative,FRENAR,0,76.38537193915045,False,0.5641956329345703,-0.9771568775177002,-1.0486292839050293,,,,-65.87,False,,,"{""telemetry"": 1.1, ""graph"": 176.5}",False,,,,,0.026,3.51,0.3,False,0.027,3.74,0.3,False,0.024,4.64,0.3,False
1.761,9,slm,TOWNSIM_CALIB_PILOT,1,deliberative,FRENAR,0,76.25752489390423,False,0.6331547498703003,-1.0962492227554321,-1.050648808479309,,,,-65.94,False,,,"{""telemetry"": 1.0, ""graph"": 154.2}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
1.945,10,slm,TOWNSIM_CALIB_PILOT,1,deliberative,FRENAR,0,76.16095740867443,False,0.6854380965232849,-1.1864781379699707,-1.04920494556427,,,,-65.97,False,,,"{""telemetry"": 0.9, ""graph"": 138.5}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
2.167,11,slm,TOWNSIM_CALIB_PILOT,1,deliberative,FRENAR,0,76.08890855028807,False,0.7303720116615295,-1.2639808654785156,-1.045215129852295,,,,-65.98,False,,,"{""telemetry"": 0.9, ""graph"": 160.0}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
2.363,12,slm,TOWNSIM_CALIB_PILOT,1,deliberative,FRENAR,0,76.03540681902038,False,0.7601587176322937,-1.3153373003005981,-1.040848970413208,,,,-65.99,False,,,"{""telemetry"": 1.1, ""graph"": 155.2}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
2.582,13,slm,TOWNSIM_CALIB_PILOT,1,deliberative,FRENAR,0,75.99574519246434,False,0.7836385369300842,-1.3558107614517212,-1.0362169742584229,,,,-65.99,False,,,"{""telemetry"": 1.1, ""graph"": 174.0}",False,,,,,0.0,,0.01,False,0.0,,0.01,False,0.0,,0.01,False
2.766,14,slm,TOWNSIM_CALIB_PILOT,1,deliberative,FRENAR,0,75.96636065496777,False,0.8004962801933289,-1.384865164756775,-1.0320801734924316,,,,-65.99,False,,,"{""telemetry"": 0.9, ""graph"": 157.5}",False,,,,,0.0,,0.008,False,0.0,,0.008,False,0.0,,0.008,False
2.986,15,slm,TOWNSIM_CALIB_PILOT,1,deliberative,FRENAR,0,75.94431795420999,False,0.8149358034133911,-1.409749984741211,-1.0278232097625732,,,,-65.99,False,,,"{""telemetry"": 1.5, ""graph"": 177.1}",False,,,,,0.0,,0.009,False,0.0,,0.009,False,0.0,,0.009,False
3.15,16,slm,TOWNSIM_CALIB_PILOT,1,deliberative,FRENAR,0,75.92828628236543,False,0.8234038352966309,-1.424343466758728,-1.024906039237976,,,,-65.99,False,,,"{""telemetry"": 1.7, ""graph"": 140.1}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
3.369,17,slm,TOWNSIM_CALIB_PILOT,1,deliberative,FRENAR,0,75.91643331542303,False,0.8309496641159058,-1.4373478889465332,-1.021928310394287,,,,-65.99,False,,,"{""telemetry"": 0.9, ""graph"": 159.7}",False,,,,,0.0,,0.001,False,0.0,,0.001,False,0.0,,0.001,False
3.556,18,slm,TOWNSIM_CALIB_PILOT,1,deliberative,FRENAR,0,75.90757045851998,False,0.8364834189414978,-1.4468857049942017,-1.0194096565246582,,,,-65.99,False,,,"{""telemetry"": 1.2, ""graph"": 145.8}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
3.777,19,slm,TOWNSIM_CALIB_PILOT,1,deliberative,FRENAR,0,75.90115874074294,False,0.8406111001968384,-1.454000473022461,-1.0172429084777832,,,,-65.99,False,,,"{""telemetry"": 2.2, ""graph"": 165.3}",False,,,,,0.0,,0.007,False,0.0,,0.007,False,0.0,,0.007,False
3.946,20,slm,TOWNSIM_CALIB_PILOT,1,deliberative,FRENAR,0,75.89639391470195,False,0.8434498906135559,-1.4588934183120728,-1.015527606010437,,,,-65.99,False,,,"{""telemetry"": 0.9, ""graph"": 134.6}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
4.141,21,slm,TOWNSIM_CALIB_PILOT,1,deliberative,MANTENER_RUMBO,0,75.89297650786517,False,0.8458073735237122,-1.462957501411438,-1.0138782262802124,,,,-65.99,False,,,"{""telemetry"": 1.3, ""graph"": 129.3}",True,3336.6,False,False,True,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
4.357,22,slm,TOWNSIM_CALIB_PILOT,1,reactive,MANTENER_RUMBO,0,75.89051667797945,False,0.8477582931518555,-1.4664231538772583,-1.0149812698364258,,,,-66.03,False,,,"{""telemetry"": 0.7, ""graph"": 144.9}",False,,,,,0.0,,0.036,False,0.0,,0.035,False,0.0,,0.035,False
4.552,23,slm,TOWNSIM_CALIB_PILOT,1,reactive,MANTENER_RUMBO,0,75.84283893112733,False,0.8715783357620239,-1.5193252563476562,-1.159812331199646,,,,-66.76,False,,,"{""telemetry"": 0.8, ""graph"": 139.6}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
4.786,24,slm,TOWNSIM_CALIB_PILOT,1,reactive,MANTENER_RUMBO,0,75.64401251905687,False,0.9462254047393799,-1.6866116523742676,-1.4352809190750122,,,,-68.17,False,,,"{""telemetry"": 0.7, ""graph"": 173.2}",False,,,,,0.0,,0.035,False,0.0,,0.035,False,0.0,,0.035,False
4.972,25,slm,TOWNSIM_CALIB_PILOT,1,reactive,MANTENER_RUMBO,0,75.36813126097292,False,1.0508430004119873,-1.9213414192199707,-1.669929027557373,,,,-69.71,False,,,"{""telemetry"": 1.0, ""graph"": 158.8}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
5.156,26,slm,TOWNSIM_CALIB_PILOT,1,reactive,MANTENER_RUMBO,0,75.03673539253244,False,1.1681090593338013,-2.1845059394836426,-1.85715651512146,,,,-71.16,False,,,"{""telemetry"": 1.2, ""graph"": 142.4}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
5.367,27,slm,TOWNSIM_CALIB_PILOT,1,reactive,MANTENER_RUMBO,0,74.66937143293644,False,1.3221466541290283,-2.5302908420562744,-2.0460705757141113,,,,-72.8,False,,,"{""telemetry"": 0.6, ""graph"": 153.0}",False,,,,,0.0,,0.04,False,0.0,,0.04,False,0.0,,0.04,False
5.58,28,slm,TOWNSIM_CALIB_PILOT,1,reactive,MANTENER_RUMBO,0,74.27252280898658,False,1.4904812574386597,-2.9192168712615967,-2.2093758583068848,,,,-74.41,False,,,"{""telemetry"": 0.7, ""graph"": 165.7}",False,,,,,0.0,,0.022,False,0.0,,0.022,False,0.0,,0.022,False
5.805,29,slm,TOWNSIM_CALIB_PILOT,1,reactive,MANTENER_RUMBO,0,73.85332880381439,False,1.6860408782958984,-3.401975154876709,-2.3909952640533447,,,,-76.2,False,,,"{""telemetry"": 0.7, ""graph"": 189.9}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
5.989,30,slm,TOWNSIM_CALIB_PILOT,1,reactive,MANTENER_RUMBO,0,73.40041170541744,False,1.8301002979278564,-3.7785513401031494,-2.5230777263641357,,,,-77.47,False,,,"{""telemetry"": 1.2, ""graph"": 172.9}",False,,,,,0.0,,0.011,False,0.0,,0.011,False,0.0,,0.011,False
