t,cycle,arm,scenario,seed,route,action,wp_index,dist_to_wp_m,degraded,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,yaw_deg,has_collided,collision_object,min_obstacle_dist_m,latency_ms_json,slm_invoked,slm_latency_ms,slm_fallback,slm_timeout,slm_adherent,field_izquierda_occ,field_izquierda_ttc_s,field_izquierda_conf,field_izquierda_blocked,field_centro_occ,field_centro_ttc_s,field_centro_conf,field_centro_blocked,field_derecha_occ,field_derecha_ttc_s,field_derecha_conf,field_derecha_blocked
0.059,1,slm,TOWNSIM_CALIB_CRUCE_FRONTAL,1,reactive,MANTENER_RUMBO,0,160.0007573388148,False,-160.0,6.5,-9.507538795471191,,,,-60.0,False,,,"{""telemetry"": 0.6, ""graph"": 57.6}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
0.356,2,slm,TOWNSIM_CALIB_CRUCE_FRONTAL,1,reactive,MANTENER_RUMBO,0,160.00077091135444,False,-159.99993896484375,6.499889850616455,-9.500884056091309,,,,-59.94,False,,,"{""telemetry"": 0.7, ""graph"": 154.0}",False,,,,,0.0,111.33,0.676,False,0.0,31.28,0.397,False,0.0,37.26,0.68,False
0.561,3,slm,TOWNSIM_CALIB_CRUCE_FRONTAL,1,reactive,MANTENER_RUMBO,0,159.9958803802112,False,-159.9864959716797,6.476577281951904,-9.542724609375,,,,-58.41,False,,,"{""telemetry"": 1.2, ""graph"": 157.7}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
0.714,4,slm,TOWNSIM_CALIB_CRUCE_FRONTAL,1,reactive,MANTENER_RUMBO,0,159.96816804800793,False,-159.9474639892578,6.409048557281494,-9.596959114074707,,,,-56.07,False,,,"{""telemetry"": 2.4, ""graph"": 109.2}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
0.909,5,slm,TOWNSIM_CALIB_CRUCE_FRONTAL,1,reactive,MANTENER_RUMBO,0,159.91554708790156,False,-159.88697814941406,6.304436206817627,-9.643410682678223,,,,-53.48,False,,,"{""telemetry"": 2.3, ""graph"": 103.6}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
1.106,6,slm,TOWNSIM_CALIB_CRUCE_FRONTAL,1,reactive,MANTENER_RUMBO,0,159.8425165971371,False,-159.80606079101562,6.164474010467529,-9.670045852661133,,,,-50.85,False,,,"{""telemetry"": 0.7, ""graph"": 101.7}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
1.3,7,slm,TOWNSIM_CALIB_CRUCE_FRONTAL,1,reactive,MANTENER_RUMBO,0,159.75346545526943,False,-159.7137451171875,6.0113091468811035,-9.688396453857422,,,,-48.29,False,,,"{""telemetry"": 1.5, ""graph"": 94.4}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
1.533,8,slm,TOWNSIM_CALIB_CRUCE_FRONTAL,1,reactive,MANTENER_RUMBO,0,159.64528310315453,False,-159.5790252685547,5.803326606750488,-9.695023536682129,,,,-45.35,False,,,"{""telemetry"": 0.8, ""graph"": 127.9}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
1.712,9,slm,TOWNSIM_CALIB_CRUCE_FRONTAL,1,reactive,MANTENER_RUMBO,0,159.52158278450725,False,-159.4619140625,5.636730670928955,-9.703340530395508,,,,-43.12,False,,,"{""telemetry"": 0.9, ""graph"": 106.1}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
1.936,10,slm,TOWNSIM_CALIB_CRUCE_FRONTAL,1,reactive,MANTENER_RUMBO,0,159.38070376072736,False,-159.28944396972656,5.413356781005859,-9.704463958740234,,,,-40.21,False,,,"{""telemetry"": 0.8, ""graph"": 129.2}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
2.138,11,slm,TOWNSIM_CALIB_CRUCE_FRONTAL,1,reactive,MANTENER_RUMBO,0,159.2178549754018,False,-159.11476135253906,5.20793342590332,-9.697897911071777,,,,-37.54,False,,,"{""telemetry"": 0.8, ""graph"": 131.1}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
2.336,12,slm,TOWNSIM_CALIB_CRUCE_FRONTAL,1,reactive,MANTENER_RUMBO,0,159.03309292284956,False,-158.91574096679688,4.9920454025268555,-9.687347412109375,,,,-34.83,False,,,"{""telemetry"": 0.7, ""graph"": 128.8}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
2.542,13,slm,TOWNSIM_CALIB_CRUCE_FRONTAL,1,reactive,MANTENER_RUMBO,0,158.82326317897764,False,-158.68377685546875,4.760659217834473,-9.682194709777832,,,,-32.09,False,,,"{""telemetry"": 0.7, ""graph"": 134.0}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
2.744,14,slm,TOWNSIM_CALIB_CRUCE_FRONTAL,1,reactive,MANTENER_RUMBO,0,158.59253588135172,False,-158.434814453125,4.535202503204346,-9.697576522827148,,,,-29.47,False,,,"{""telemetry"": 1.0, ""graph"": 135.4}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
2.946,15,slm,TOWNSIM_CALIB_CRUCE_FRONTAL,1,reactive,MANTENER_RUMBO,0,158.3344569137542,False,-158.1558074951172,4.302402973175049,-9.708081245422363,,,,-26.89,False,,,"{""telemetry"": 0.8, ""graph"": 137.9}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
3.146,16,slm,TOWNSIM_CALIB_CRUCE_FRONTAL,1,reactive,MANTENER_RUMBO,0,158.05396039068282,False,-157.8590545654297,4.0745625495910645,-9.713282585144043,,,,-24.57,False,,,"{""telemetry"": 0.9, ""graph"": 137.2}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
3.379,17,slm,TOWNSIM_CALIB_CRUCE_FRONTAL,1,reactive,MANTENER_RUMBO,0,157.7512248712377,False,-157.49661254882812,3.8224852085113525,-9.705875396728516,,,,-22.08,False,,,"{""telemetry"": 0.7, ""graph"": 169.4}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
3.582,18,slm,TOWNSIM_CALIB_CRUCE_FRONTAL,1,deliberative,FRENAR,0,157.4169018166209,False,-157.24855041503906,3.6636769771575928,-9.702140808105469,,,,-20.51,False,,,"{""telemetry"": 0.7, ""graph"": 172.9}",False,,,,,0.014,6.45,0.181,False,0.015,2.94,0.181,False,0.023,4.11,0.181,False
3.751,19,slm,TOWNSIM_CALIB_CRUCE_FRONTAL,1,deliberative,FRENAR,0,157.06052107235507,False,-156.8037872314453,3.402219533920288,-9.696264266967773,,,,-17.9,False,,,"{""telemetry"": 0.7, ""graph"": 141.2}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
3.961,20,slm,TOWNSIM_CALIB_CRUCE_FRONTAL,1,deliberative,FRENAR,0,156.69304737780462,False,-156.5363311767578,3.2547318935394287,-9.722651481628418,,,,-16.93,False,,,"{""telemetry"": 0.7, ""graph"": 150.1}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
4.185,21,slm,TOWNSIM_CALIB_CRUCE_FRONTAL,1,deliberative,FRENAR,0,156.37633954068227,False,-156.2050323486328,3.075991153717041,-9.790321350097656,,,,-16.37,False,,,"{""telemetry"": 0.8, ""graph"": 173.8}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
4.374,22,slm,TOWNSIM_CALIB_CRUCE_FRONTAL,1,deliberative,FRENAR,0,156.12445155613156,False,-155.98904418945312,2.960430383682251,-9.83436393737793,,,,-16.24,False,,,"{""telemetry"": 0.8, ""graph"": 162.1}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
4.575,23,slm,TOWNSIM_CALIB_CRUCE_FRONTAL,1,deliberative,FRENAR,0,155.929167989278,False,-155.8115997314453,2.8656680583953857,-9.863201141357422,,,,-16.2,False,,,"{""telemetry"": 0.9, ""graph"": 162.6}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
4.783,24,slm,TOWNSIM_CALIB_CRUCE_FRONTAL,1,deliberative,FRENAR,0,155.7801458204878,False,-155.6721954345703,2.791181802749634,-9.879162788391113,,,,-16.2,False,,,"{""telemetry"": 1.2, ""graph"": 169.5}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
4.991,25,slm,TOWNSIM_CALIB_CRUCE_FRONTAL,1,deliberative,FRENAR,0,155.665949487014,False,-155.5713348388672,2.7372515201568604,-9.886412620544434,,,,-16.21,False,,,"{""telemetry"": 0.9, ""graph"": 177.1}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
5.168,26,slm,TOWNSIM_CALIB_CRUCE_FRONTAL,1,deliberative,FRENAR,0,155.58141447333463,False,-155.5048828125,2.701697826385498,-9.889004707336426,,,,-16.21,False,,,"{""telemetry"": 1.3, ""graph"": 153.3}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
5.393,27,slm,TOWNSIM_CALIB_CRUCE_FRONTAL,1,deliberative,FRENAR,0,155.5180183969419,False,-155.44454956054688,2.66939377784729,-9.889700889587402,,,,-16.22,False,,,"{""telemetry"": 1.0, ""graph"": 178.1}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
