t,cycle,arm,scenario,seed,route,action,wp_index,dist_to_wp_m,degraded,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,yaw_deg,has_collided,collision_object,min_obstacle_dist_m,latency_ms_json,slm_invoked,slm_latency_ms,slm_fallback,slm_timeout,slm_adherent,field_izquierda_occ,field_izquierda_ttc_s,field_izquierda_conf,field_izquierda_blocked,field_centro_occ,field_centro_ttc_s,field_centro_conf,field_centro_blocked,field_derecha_occ,field_derecha_ttc_s,field_derecha_conf,field_derecha_blocked
0.077,1,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,83.53480856888636,False,0.0,0.0,-0.3676247000694275,,,,-60.0,False,,,"{""telemetry"": 0.7, ""graph"": 75.8}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
0.38,2,slm,TOWNSIM_INI,1,evasive,EVADIR_IZQUIERDA,0,83.53564887049946,False,0.0,0.0,-0.3600822687149048,,,,-59.78,False,,,"{""telemetry"": 1.5, ""graph"": 177.7}",False,,,,,0.0,42.8,1.0,False,0.0,29.53,1.0,False,0.002,3.88,1.0,False
0.51,3,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,83.54087094958139,False,0.00027082095039077103,-0.00042790311272256076,-0.35430094599723816,,,,-56.71,False,,,"{""telemetry"": 0.8, ""graph"": 107.9}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
0.766,4,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,83.52188330368486,False,0.010860159993171692,-0.01726720668375492,-0.4361450672149658,,,,-55.37,False,,,"{""telemetry"": 0.8, ""graph"": 163.9}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
0.906,5,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,83.51753377978817,False,0.028501195833086967,-0.04521465674042702,-0.4163745939731598,,,,-51.63,False,,,"{""telemetry"": 0.9, ""graph"": 103.7}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
1.101,6,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,83.5322451365599,False,0.04512844979763031,-0.07050072401762009,-0.39068537950515747,,,,-46.76,False,,,"{""telemetry"": 1.2, ""graph"": 97.8}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
1.332,7,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,83.54185053279139,False,0.06132437661290169,-0.09375063329935074,-0.37040022015571594,,,,-41.1,False,,,"{""telemetry"": 0.9, ""graph"": 128.3}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
1.504,8,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,83.54895994731558,False,0.07091738283634186,-0.10688921809196472,-0.358794629573822,,,,-36.59,False,,,"{""telemetry"": 0.7, ""graph"": 101.0}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
1.706,9,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,83.55414381332562,False,0.07976017147302628,-0.11843843013048172,-0.3468781113624573,,,,-31.48,False,,,"{""telemetry"": 0.8, ""graph"": 102.1}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
1.907,10,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,83.55823456032688,False,0.08653507381677628,-0.12687478959560394,-0.3370072841644287,,,,-26.8,False,,,"{""telemetry"": 1.0, ""graph"": 103.1}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
2.11,11,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,83.56136365795034,False,0.09145408868789673,-0.13273994624614716,-0.3291930854320526,,,,-22.61,False,,,"{""telemetry"": 1.0, ""graph"": 105.6}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
2.308,12,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,83.5637340114021,False,0.09511904418468475,-0.13693907856941223,-0.32291075587272644,,,,-18.52,False,,,"{""telemetry"": 0.9, ""graph"": 103.5}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
2.528,13,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,83.56561008749709,False,0.0980362519621849,-0.14015105366706848,-0.31719449162483215,,,,-14.36,False,,,"{""telemetry"": 0.8, ""graph"": 122.8}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
2.73,14,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,83.56713482631193,False,0.10002166032791138,-0.14226040244102478,-0.31287920475006104,,,,-10.6,False,,,"{""telemetry"": 0.7, ""graph"": 124.9}",False,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
